,A_LFQ,B_LFQ,A,B
sp|Q96HE7|ERO1A_HUMAN,72457943.83012024,69852037.9509069,66657357.73797864,75652624.0430485
sp|P62633|CNBP_HUMAN,329189816.86327463,328645336.471724,365052075.95327336,292783077.3817253
sp|Q13642|FHL1_HUMAN,52384410.86006461,54764657.06714456,50311936.55572991,56837131.37147926
sp|P60174|TPIS_HUMAN,1261474433.8077202,1318959258.9204018,1408010976.346259,1172422716.3818624
sp|Q9Y508|RN114_HUMAN,14253360.209112763,13674980.998338906,14232630.96365588,13695710.24379579
sp|Q9H3P7|GCP60_HUMAN,50214354.021770366,51633876.5426202,46592132.970756695,55256097.593633875
sp|Q7L576|CYFP1_HUMAN,30300197.376325905,31698539.351198375,30293530.770457797,31705205.957066484
sp|P37235|HPCL1_HUMAN,32894212.698308468,32588874.47864853,32646210.40674402,32836876.77021298
sp|P23142|FBLN1_HUMAN,4054938.462361096,4218943.471050553,3750529.5177799575,4523352.415631691
sp|Q8N0Z6|TTC5_HUMAN,1863573.0479457567,1960293.0794265014,2526093.3232106604,1297772.8041615977
sp|O75934|SPF27_HUMAN,42192601.81770422,46998221.19951484,55949885.194832146,33240937.822386924
sp|O95881|TXD12_HUMAN,21873380.0189276,23948843.229845885,17120493.88675775,28701729.36201573
sp|P26373|RL13_HUMAN,143579784.93947524,160349680.21218017,124919267.14294958,179010198.00870585
sp|Q09028|RBBP4_HUMAN,209701008.71603557,207071044.322599,192156432.8065065,224615620.23212802
sp|O43290|SNUT1_HUMAN,46490629.72005902,49451248.977347106,44786131.314097054,51155747.383309074
sp|Q9NSK0|KLC4_HUMAN,5153911.153323998,2036149.9061602745,5286525.28458584,1903535.7748984315
sp|Q16775|GLO2_HUMAN,9778586.321693767,10632414.193653286,9238849.172712956,11172151.342634097
sp|P23786|CPT2_HUMAN,3491476.475849185,3524654.3311734186,2040000.4866876637,4976130.320334939
sp|Q9BU61|NDUF3_HUMAN,14234342.352588875,13810393.958805462,14254075.475052461,13790660.83634188
sp|P52294|IMA5_HUMAN,85277039.028716,85677615.66254286,89340142.84437306,81614511.84688577
sp|O60684|IMA7_HUMAN,32150690.40230307,34618879.09378042,30044464.40464936,36725105.09143413
sp|Q92620|PRP16_HUMAN,12218068.148669004,14202824.108313285,13353707.372508807,13067184.88447348
sp|P29353|SHC1_HUMAN,24807793.95142587,23864881.341879066,27163466.31302596,21509208.980278976
sp|P43121|MUC18_HUMAN,7984890.59622824,17938419.060735088,5350561.848843503,20572747.808119826
sp|Q99575|POP1_HUMAN,4260089.472498207,3052779.3486232986,4423732.084312875,2889136.7368086316
sp|Q6IA86|ELP2_HUMAN,22621946.831389964,22756845.394687947,21036024.165084213,24342768.060993705
sp|Q05682|CALD1_HUMAN,556789561.1680794,588342552.3211871,594834723.4389699,550297390.0502964
sp|O14879|IFIT3_HUMAN,5286793.709611022,3221521.122768087,4449999.46236604,4058315.37001307
sp|Q9NYL2|M3K20_HUMAN,3216363.166022094,5516921.622283202,4039655.159535009,4693629.628770286
sp|P43034|LIS1_HUMAN,225260911.1676318,229501042.58080602,229752004.54414442,225009949.2042933
sp|Q9NX46|ADPRS_HUMAN,29920287.41597533,36790017.10030568,47566927.1996046,19143377.316676404
sp|P41208|CETN2_HUMAN,2374554.222655883,,2374554.222655883,
sp|Q9P0R6|GSKIP_HUMAN,727200.0740104083,,727200.0740104083,
sp|Q96EY1|DNJA3_HUMAN,23924148.037566137,23511292.441568855,24711308.14830529,22724132.330829702
sp|P29966|MARCS_HUMAN,201090520.682865,206241101.86479467,195362988.58014125,211968633.96751842
sp|Q9UII2|ATIF1_HUMAN,172490280.3497253,191164005.52866217,148551591.0316998,215102694.84668767
sp|Q13126|MTAP_HUMAN,343718430.52516216,321394629.74381876,305403343.78568035,359709716.48330057
sp|P49585|PCY1A_HUMAN,28142854.168566868,29915417.998033874,26554789.637340903,31503482.52925984
sp|Q9Y3D2|MSRB2_HUMAN,3191381.4138880833,3258896.1996557415,3191381.413888084,3258896.199655741
sp|O95235|KI20A_HUMAN,8121214.116275191,5667144.332622516,3992819.2570088767,9795539.191888832
sp|P26006|ITA3_HUMAN,4073552.8028302705,4156978.708344764,5084379.95696752,3146151.5542075145
sp|Q9Y2X3|NOP58_HUMAN,92270064.44148043,92625295.93842253,92104391.75746168,92790968.62244129
sp|Q8N3U4|STAG2_HUMAN,37805498.293643154,37083970.43222644,42248446.698082075,32641022.02778753
sp|Q9BY43|CHM4A_HUMAN,34042034.523495756,36681163.87814739,33210101.153846383,37513097.24779678
sp|P63172|DYLT1_HUMAN,11164752.213613836,9847197.804220537,7135641.030094737,13876308.987739637
sp|Q96EI5|TCAL4_HUMAN,20136476.320045017,20166391.96004132,24221045.23090816,16081823.049178176
sp|O00186|STXB3_HUMAN,4895228.241819055,6073692.683303777,4495047.2434417335,6473873.681681098
sp|Q9P0L0|VAPA_HUMAN,18491264.81928264,19286846.0845387,17536488.791859213,20241622.11196212
sp|Q92552|RT27_HUMAN,24645503.323466804,24389317.3906735,18980290.213762127,30054530.500378177
sp|Q9H444|CHM4B_HUMAN,102715254.8835638,100444989.04698296,104487331.99611373,98672911.93443301
sp|Q8IY67|RAVR1_HUMAN,44970817.257644214,42157375.61741557,42922052.91600757,44206139.959052205
sp|Q9NRF9|DPOE3_HUMAN,15372020.254812233,17720995.463259414,16529684.137880217,16563331.58019143
sp|Q6PD62|CTR9_HUMAN,42960193.331600934,44309309.31394813,35581469.30259781,51688033.34295125
sp|Q96P70|IPO9_HUMAN,120148284.95336665,122698281.96524283,115572590.9042803,127273976.0143292
sp|Q9NS86|LANC2_HUMAN,12292348.150417972,12963266.398005508,11831295.766410917,13424318.782012561
sp|P00374|DYR_HUMAN,123876432.89563791,127387996.10828307,122800995.45893553,128463433.54498544
sp|Q9UHD9|UBQL2_HUMAN,190487406.12279108,191955565.6376746,201812236.96369386,180630734.79677173
sp|Q9GZN8|CT027_HUMAN,10654394.561555592,11753184.482275505,10476877.401973698,11930701.6418574
sp|Q13464|ROCK1_HUMAN,2584417.3662679684,4396485.511954119,4734093.096479104,2246809.7817429844
sp|Q8WXA9|SREK1_HUMAN,14846787.216822568,16171555.100152519,17249211.821801517,13769130.495173572
sp|Q6WCQ1|MPRIP_HUMAN,61571559.329803534,62627713.28288684,55002689.99618893,69196582.61650142
sp|P27105|STOM_HUMAN,11321872.156249925,11006964.165826323,11241410.769707818,11087425.552368429
sp|Q9H3P2|NELFA_HUMAN,15266745.94058123,14662896.722596416,11886532.888836188,18043109.774341457
sp|Q96SZ5|AEDO_HUMAN,804726.7799246288,641175.3121632627,804726.7799246288,641175.3121632627
sp|Q13136|LIPA1_HUMAN,4357562.22634697,7598459.647748831,6073803.807703381,5882218.06639242
sp|Q8NBJ7|SUMF2_HUMAN,35756672.53551832,47044768.767540775,34850865.43726576,47950575.86579334
sp|P52292|IMA1_HUMAN,327418742.2260931,341151171.8373562,296145770.6326251,372424143.4308242
sp|P36954|RPB9_HUMAN,16500509.505919361,15400499.110892348,18654407.762577593,13246600.854234112
sp|P48681|NEST_HUMAN,71322055.09703775,69371777.55708937,65984381.08493568,74709451.56919146
sp|O95571|ETHE1_HUMAN,12952842.387037273,7108794.946286563,12536075.118546844,7525562.214776991
sp|Q15631|TSN_HUMAN,86008594.4494901,91182706.4126664,104110239.04626276,73081061.81589374
sp|Q9Y263|PLAP_HUMAN,78661304.42635888,77122910.38972831,76143803.79516166,79640411.0209255
sp|Q15126|PMVK_HUMAN,36521926.24072771,38415746.941758364,37510792.244990245,37426880.93749583
sp|P24752|THIL_HUMAN,95489772.59576729,95479808.91953537,91014907.26348951,99954674.25181314
sp|P35613|BASI_HUMAN,59894275.11526992,61414568.26163638,59187341.0656992,62121502.31120709
sp|P22692|IBP4_HUMAN,2259749.0248647034,1673169.7550640788,2612622.530341219,1320296.2495875633
sp|Q9UIJ7|KAD3_HUMAN,56018678.51307219,63242780.71160561,56077276.66017485,63184182.56450296
sp|P07099|HYEP_HUMAN,3417138.3122041575,3625555.0641125655,4050556.810841379,2992136.5654753437
sp|Q96A26|F162A_HUMAN,4309820.0301538985,4793764.804944874,5070137.52918306,4033447.3059157142
sp|P10644|KAP0_HUMAN,76898763.56613201,77266517.38600445,73115154.57732816,81050126.3748083
sp|Q14116|IL18_HUMAN,39800677.405901276,34680807.456545494,39988232.46680875,34493252.39563802
sp|Q9UEE9|CFDP1_HUMAN,7140828.33230088,8317788.109261568,6240160.46554163,9218455.976020819
sp|P49959|MRE11_HUMAN,43448442.21129577,42740099.85530084,42923482.72583506,43265059.34076155
sp|Q96MW1|CCD43_HUMAN,10242704.92351281,10566276.53593643,13054176.11260559,7754805.346843648
sp|Q13610|PWP1_HUMAN,15997301.52356189,17430644.185293265,13454071.734699018,19973873.974156138
sp|Q92974|ARHG2_HUMAN,18107259.179177005,18075262.047156814,11082707.946069129,25099813.28026469
sp|Q13435|SF3B2_HUMAN,378274040.4898042,384404854.48256886,385088373.8885213,377590521.08385175
sp|P82970|HMGN5_HUMAN,69737092.2473908,72133752.66474484,72612780.72579598,69258064.18633965
sp|P53611|PGTB2_HUMAN,7214734.9858265435,6382142.042145601,6468788.814217605,7128088.21375454
sp|O43776|SYNC_HUMAN,268474978.6719958,260820969.7351439,304694297.81889623,224601650.58824348
sp|P52435|RPB11_HUMAN,11853882.897712626,17583690.648281284,10628168.23643814,18809405.30955577
sp|Q9Y605|MOFA1_HUMAN,17474683.164970346,18414558.93600809,17286132.53812369,18603109.562854737
sp|P06865|HEXA_HUMAN,39526728.52592742,36600529.571794644,41969708.262032114,34157549.83568993
sp|Q8N806|UBR7_HUMAN,13811296.350749167,14525682.650507549,15086212.672199238,13250766.329057477
sp|Q13151|ROA0_HUMAN,376172934.3591443,366819946.8221113,381475791.93689656,361517089.2443591
sp|Q9NX55|HYPK_HUMAN,43266925.218516275,44936176.4509672,46772755.80345006,41430345.866033405
sp|Q9UK76|JUPI1_HUMAN,172142513.98191357,154494217.3290366,169471785.18940243,157164946.12154773
sp|Q14320|FA50A_HUMAN,130857202.95138516,138748231.51884604,121551557.36596291,148053877.10426825
sp|P05114|HMGN1_HUMAN,27074588.751268428,29336768.38832405,41902843.59785728,14508513.541735195
sp|P63241|IF5A1_HUMAN,1475269774.3236182,1476808302.3415973,1466915048.739805,1485163027.925411
sp|O76070|SYUG_HUMAN,174908340.33575836,171351087.73731822,175003093.51735547,171256334.55572116
sp|Q9UPN7|PP6R1_HUMAN,7912876.775399543,9461091.51966465,9984248.94519722,7389719.349866975
sp|Q9H1A4|APC1_HUMAN,1978694.735228549,2994594.868694734,1059808.994036709,3913480.6098865736
sp|P10606|COX5B_HUMAN,35841562.59218089,35612742.626317784,38397585.3567281,33056719.86177057
sp|P78417|GSTO1_HUMAN,320425468.5483316,322335105.03873605,317857100.65492815,324903472.93213946
sp|Q6UX04|CWC27_HUMAN,4225716.818352443,10044724.359858587,6979407.3989985725,7291033.779212459
sp|Q8IZL8|PELP1_HUMAN,46650072.95561098,46535870.92958887,48899531.56342268,44286412.321777165
sp|P51991|ROA3_HUMAN,1119560764.147199,1156901687.0869033,1089607354.6975691,1186855096.536533
sp|O95999|BCL10_HUMAN,4722191.335554086,4147944.4889383866,4288720.283969227,4581415.540523246
sp|Q9P206|K1522_HUMAN,12376026.397866255,11773580.562068632,11395855.567398308,12753751.392536573
sp|Q8N1G2|CMTR1_HUMAN,3482979.290944494,3873281.9352944763,3689805.0487095886,3666456.1775293816
sp|Q12792|TWF1_HUMAN,75554113.3395919,76578092.7998096,82494923.61357428,69637282.52582721
sp|Q9Y5S9|RBM8A_HUMAN,79120780.78701822,101626100.0247977,86813500.7159694,93933380.0958465
sp|P15328|FOLR1_HUMAN,12245693.279229164,13108168.381898457,16204180.392765366,9149681.268362256
sp|P55039|DRG2_HUMAN,31569081.12851935,32698749.547333054,35499456.87176925,28768373.804083157
sp|Q9Y5K5|UCHL5_HUMAN,110281286.39257206,109040844.88080052,108844663.17230299,110477468.10106957
sp|Q02252|MMSA_HUMAN,5201557.149201489,3959480.131357223,4091933.7324398793,5069103.548118832
sp|P62316|SMD2_HUMAN,168538901.17142347,170718819.73218402,183717824.8383614,155539896.06524608
sp|Q9BXS5|AP1M1_HUMAN,33109724.968168415,36336340.90634314,28792070.107219405,40653995.76729215
sp|O75937|DNJC8_HUMAN,153226760.43362328,164936258.09442702,131793062.56458041,186369955.96346986
sp|Q9Y6W5|WASF2_HUMAN,11477608.569524318,11352296.298038434,10095601.679142838,12734303.188419914
sp|O00299|CLIC1_HUMAN,673627510.3935512,676447957.8553635,653840981.9068024,696234486.3421122
sp|P51570|GALK1_HUMAN,24887067.132278416,30844584.416982077,29786364.690073542,25945286.85918695
sp|Q15293|RCN1_HUMAN,220746965.04353318,217609017.60444295,221793527.2259388,216562455.4220374
sp|P11137|MTAP2_HUMAN,26958648.818398338,30713569.6581263,30567622.748580106,27104595.727944527
sp|P78330|SERB_HUMAN,64902410.05728915,67405772.20706348,61810212.348661035,70497969.9156916
sp|Q8NFW8|NEUA_HUMAN,14446130.25022968,,14446130.25022968,
sp|Q6P1K2|PMF1_HUMAN,966834.9229232155,,966834.9229232155,
sp|Q9Y3D8|KAD6_HUMAN,45296342.549829036,42690597.767485425,48985821.0002503,39001119.31706416
sp|O75150|BRE1B_HUMAN,18443936.63691066,25277595.93375576,23496174.566000886,20225358.004665527
sp|O15212|PFD6_HUMAN,107533182.7490445,106949809.6969712,106275422.0178261,108207570.42818959
sp|Q9H0A0|NAT10_HUMAN,23990244.64818126,25129854.872655086,20502973.734575916,28617125.786260426
sp|Q9H6F5|CCD86_HUMAN,27401584.425483357,31444836.836704012,27852290.142815825,30994131.119371533
sp|Q9NX08|COMD8_HUMAN,9667425.057090076,15345628.86918939,9828880.355794555,15184173.570484906
sp|Q9Y3U8|RL36_HUMAN,127188804.41491139,131497840.18452364,126431382.60384634,132255261.9955887
sp|O15371|EIF3D_HUMAN,130250886.05369684,138956826.28266507,124954517.72878838,144253194.6075735
sp|Q92597|NDRG1_HUMAN,65895483.80988122,66807069.02080492,61252210.012088224,71450342.81859791
sp|Q8N766|EMC1_HUMAN,22213564.10054693,16345382.261205766,22764628.110549882,15794318.251202814
sp|Q4G0J3|LARP7_HUMAN,12813429.710948281,12814873.348938404,14022122.619896017,11606180.43999067
sp|Q8N490|PNKD_HUMAN,822965.9762140773,2320072.8072589575,822965.9762140773,2320072.807258957
sp|Q8TEQ6|GEMI5_HUMAN,64103914.671258524,64163682.555405304,67291475.14514752,60976122.08151631
sp|O94855|SC24D_HUMAN,20828940.829079147,24517286.519482907,18185946.25045441,27160281.098107643
sp|Q96CW1|AP2M1_HUMAN,38414843.954290316,38389112.55244599,40093953.82058345,36710002.68615287
sp|Q03701|CEBPZ_HUMAN,10428259.672165373,13441965.752733113,11611550.105767176,12258675.319131305
sp|P23193|TCEA1_HUMAN,113606481.29375313,120982492.00235432,106492240.91158187,128096732.38452557
sp|P09497|CLCB_HUMAN,52489571.64775692,51211938.756352685,51242642.2560194,52458868.1480902
sp|Q9UKT5|FBX4_HUMAN,2209833.114288066,2414744.5064929253,2209833.114288066,2414744.506492926
sp|Q9Y312|AAR2_HUMAN,14066769.967784705,12877552.320423018,12552558.123871457,14391764.164336266
sp|Q15031|SYLM_HUMAN,2845852.6099929195,2852848.7981457324,2845852.6099929195,2852848.7981457324
sp|P28290|ITPI2_HUMAN,11893562.945981212,11147636.73335916,11560927.441778041,11480272.237562329
sp|P25490|TYY1_HUMAN,1954412.1584165525,3246663.8126509087,2248148.7096120915,2952927.2614553696
sp|Q0VDG4|SCRN3_HUMAN,1680429.4424451843,,1680429.4424451843,
sp|P28072|PSB6_HUMAN,106723643.80415112,104725330.97532246,108685244.80370891,102763729.97576466
sp|Q9NQ88|TIGAR_HUMAN,5034297.267532458,16511117.141401093,8264058.717978695,13281355.690954853
sp|P62820|RAB1A_HUMAN,34914139.96870391,41159313.76476307,37357379.829811215,38716073.90365577
sp|O60443|GSDME_HUMAN,10490547.2945551,14246309.214410897,10439984.219116008,14296872.289849987
sp|Q96L92|SNX27_HUMAN,30533349.30688389,35444227.035296,28522273.646074302,37455302.69610559
sp|O15514|RPB4_HUMAN,8519068.08180487,5564525.4966871,8495326.254033629,5588267.324458338
sp|Q13148|TADBP_HUMAN,119911444.16994815,120699734.62566924,108123280.9374764,132487897.85814098
sp|Q92804|RBP56_HUMAN,110876278.6737736,115888644.576393,108898718.84467651,117866204.40549007
sp|Q01105|SET_HUMAN,231871865.9466476,234715867.93000498,289563718.5261996,177024015.35045302
"sp|A0A0B4J2D5|GAL3B_HUMAN,sp|P0DPI2|GAL3A_HUMAN",52966722.29383072,57034919.03004538,46462429.207374826,63539212.116501294
sp|Q01518|CAP1_HUMAN,1082442080.2911859,1081340812.7270417,1083215961.1993794,1080566931.8188481
sp|Q9P289|STK26_HUMAN,26358058.350943852,23829942.15974583,26532578.809194583,23655421.7014951
sp|Q10713|MPPA_HUMAN,71033259.88565992,70545919.8199037,63358743.93082784,78220435.7747358
sp|Q04446|GLGB_HUMAN,134628854.4202848,131176261.025055,130107729.7970067,135697385.6483331
sp|Q96J01|THOC3_HUMAN,37822608.23276856,33948385.54582217,41146896.86270877,30624096.915881958
sp|O60231|DHX16_HUMAN,10536751.914332934,8440579.585763752,8755717.320529923,10221614.179566761
sp|Q9BRT9|SLD5_HUMAN,4662412.0708136605,3128638.8074196633,4748023.928277882,3043026.949955442
sp|Q8WWM7|ATX2L_HUMAN,105860772.79203367,105229530.4479829,107044637.06956723,104045666.17044936
sp|P48507|GSH0_HUMAN,121341910.04571661,130531459.4741687,115569488.77419595,136303880.74568933
sp|P60903|S10AA_HUMAN,94869524.20954818,99493278.53798392,95218992.75658685,99143809.99094525
sp|Q16851|UGPA_HUMAN,122873988.30777541,127741335.48394562,129878530.39934526,120736793.39237577
sp|P31937|3HIDH_HUMAN,24015920.36232063,22309800.49438229,25504151.672749378,20821569.18395355
sp|P35269|T2FA_HUMAN,25304564.00676671,24893112.214032933,29679864.917810164,20517811.302989475
sp|Q13310|PABP4_HUMAN,159554837.48197833,161395088.23952833,162795345.7713532,158154579.95015353
sp|Q8WWC4|MAIP1_HUMAN,3532402.222623503,2944123.344590912,2983322.1533142524,3493203.413900163
sp|Q13084|RM28_HUMAN,1263794.5736876624,2106742.5677489624,782388.7316259249,2588148.4098107005
sp|P13995|MTDC_HUMAN,36650905.6147663,34007526.16550529,37524336.85414505,33134094.926126532
sp|P42224|STAT1_HUMAN,96999663.7649341,102532683.16987498,99336113.55265582,100196233.38215324
sp|Q8N3X1|FNBP4_HUMAN,5188957.762470474,1732510.608446043,4665837.459639381,2255630.911277136
sp|Q9BQS8|FYCO1_HUMAN,71629038.9742969,66499558.21090755,71909463.79378052,66219133.391423926
sp|P32322|P5CR1_HUMAN,48809558.66192322,54779050.619672835,43002404.35181535,60586204.9297807
sp|Q15269|PWP2_HUMAN,18644829.825140055,17435747.515647426,19638562.688227683,16442014.652559793
sp|Q9UQB8|BAIP2_HUMAN,1488897.8553338114,1559304.2473923336,1801755.361002449,1246446.741723696
sp|P25685|DNJB1_HUMAN,115123577.46651772,112189331.08579238,121560901.73775479,105752006.81455532
sp|Q14914|PTGR1_HUMAN,166367819.84385887,160868048.6866034,169207964.48299488,158027904.04746744
sp|P62857|RS28_HUMAN,169455319.01911038,346305606.6300997,217320273.0891228,298440652.5600873
REV__sp|Q8TEQ6|GEMI5_HUMAN,13213084.147696137,11063109.93929074,13213084.147696136,11063109.93929074
"sp|P41221|WNT5A_HUMAN,sp|Q9H1J7|WNT5B_HUMAN",1393838.995098982,,1393838.995098982,
sp|P25789|PSA4_HUMAN,72936453.56564236,73316669.24126486,76296419.1840508,69956703.62285644
sp|Q8TE02|ELP5_HUMAN,2705488.3002452073,1249499.1542510812,2705488.3002452073,1249499.154251081
sp|P29083|T2EA_HUMAN,4941612.038969073,3153059.83065675,5606190.222986984,2488481.6466388395
sp|P09417|DHPR_HUMAN,19264585.53813442,20096935.549010213,18388634.739292234,20972886.3478524
sp|Q9BSH4|TACO1_HUMAN,26556778.93479185,28685068.29649068,25464157.782241687,29777689.44904084
sp|O95817|BAG3_HUMAN,73560814.08905002,67989934.64053917,67997325.5367465,73553423.19284266
sp|O43768|ENSA_HUMAN,66600978.935636155,74854259.51182272,69528147.66254294,71927090.78491592
sp|P62979|RS27A_HUMAN,278060740.7573341,283077508.411318,374952826.9948,186185422.1738522
sp|Q15843|NEDD8_HUMAN,58975893.551892854,51065909.51953484,80384412.69525613,29657390.37617156
sp|Q9NWS0|PIHD1_HUMAN,13323084.396808604,14205744.555983149,11698969.78265011,15829859.17014164
sp|O15226|NKRF_HUMAN,18889290.952507313,17452784.365941994,17109934.661079492,19232140.65736982
sp|O43414|ERI3_HUMAN,14379057.198870838,18767196.645551376,14191009.162580768,18955244.681841448
sp|O75190|DNJB6_HUMAN,7421245.604102588,4906813.988375851,7331044.0341861285,4997015.558292311
sp|P40938|RFC3_HUMAN,32393150.00783607,32740695.670393556,31273374.94528102,33860470.73294861
sp|Q14694|UBP10_HUMAN,27464775.84338867,27697626.52940787,29083064.242290787,26079338.130505744
sp|Q9BYN8|RT26_HUMAN,12171575.0735246,2993751.144291746,12724564.69047242,2440761.5273439265
sp|Q9UHR5|S30BP_HUMAN,4127605.1281857123,4331058.041951664,4127605.128185712,4331058.041951664
sp|P62937|PPIA_HUMAN,2002104439.3002672,2148030298.2674813,1361967542.0114427,2788167195.556306
sp|O60762|DPM1_HUMAN,27097990.87129954,26660804.292716533,28386203.995897785,25372591.168118283
